Acer Nitro 5 AN517-41-R69J,11999
Lenovo ThinkPad X13 Gen 1,12152
ASUS TUF Gaming A17 FX706IU-H7250T,12718
Microsoft Surface laptop 4 15",14343
Razer *DEMO* Blade 15 Base - 4K OLED with RTX 2070,15714
Lenovo ThinkPad P14s Gen 2,16894
ASUS ROG Zephyrus G14 GA401IV-HA035R,17352
Acer Chromebook 311 C733-C9CU,2545
HP ZBook Fury 15 G7 Mobile Workstation,28005
Dell Chromebook 3100,2970
Samsung Chromebook 4+,3320
Microsoft Surface Go 2,4232
Acer Aspire 5 A517-52-35BC,4599
Acer Chromebook Enterprise Spin 513 CP513-1HL-S48R,4828
HP ProBook 445 G7 Ryzen 3 8GB 256GB,6390
Lenovo ThinkPad L14 Gen 1,6915
MSI Modern 15 A10M-049NE robust bærbar med Core i5 & 512 GB SSD,6929
Dell Precision Mobile Workstation 3550,8252
Dell Latitude 5400,8486
Acer *DEMO* Predator Triton 500 PT515-51-55NF,9285
HP ProBook 450 G8,9636
Lenovo Legion 5 15ACH6H 82JU,10900
HP ProBook x360 435 G8,11112
HP EliteBook 835 G7,11513
HP EliteBook 855 G7,13101
Microsoft Surface laptop 4 15",13134
Dell Latitude 9520,13680
HP EliteBook 850 G8,14396
ASUS ROG Zephyrus M15 GU502LU-AZ027T,14445
HP ZBook Firefly 14 G8 Mobile Workstation,15505
HP EliteBook x360 1030 G8,15575
Lenovo ThinkPad T14s Gen 1,17585
HP Elite Dragonfly G2,19498
Microsoft Surface laptop 4 13.5",20548
Lenovo ThinkPad X1 Titanium G1,20682
Dell Chromebook 3100,2288
Lenovo ThinkPad P1 (3rd Gen),23546
Lenovo ThinkPad P15 Gen 1,25785
Lenovo ThinkPad T15g Gen 1,28628
Lenovo IdeaPad 3 15ADA05,3211
Lenovo ThinkPad E15 Gen 2,6383
HP ProBook 445 G7 Ryzen 5 4500U (Renoir),6928
Lenovo Gaming 3 15IMH05,7399
Lenovo ThinkBook 15p-IMH,9460
Dell XPS 13 9365 2-in-1,10926
Lenovo ThinkPad T15 Gen 1,11138
HP EliteBook 835 G7,11513
Lenovo ThinkPad T15 Gen 2,11961
HP EliteBook 855 G7,13101
Lenovo ThinkPad T14 Gen 1,14100
HP EliteBook x360 830 G8,15356
HP ZBook Firefly 15 G8 Mobile Workstation,17112
Lenovo ThinkPad X1 Yoga Gen 5,20038
Lenovo ThinkPad X1 Yoga Gen 6,20562
HP ZBook Studio G7 Mobile Workstation,23737
Lenovo ThinkPad X1 Extreme Gen 3,25197
Acer - Nordic,2751
Acer Chromebook 714 CB714-1W-P69Z,2999
Lenovo IdeaPad 3 14ADA05,3199
Acer Aspire 5 A515-55-31V3,3900
HP ZBook Fury 15 G7 Mobile Workstation,42257
Lenovo IdeaPad 5 14ALC05,4992
Lenovo IdeaPad 5 15ALC05,5063
HP ProBook x360 11 G5,5257
Acer Swift 5 SF514-54T-508A,6775
HP ProBook 440 G8,7102
Lenovo ThinkPad X395,7999
Lenovo Legion 5 15IMH05H - Intel Quad Core i5 processor & Nvidia GTX 1660Ti,9199
Apple MacBook Air with Retina display,9421
Lenovo ThinkPad T14s Gen 1,13360
HP EliteBook x360 830 G8,14669
Microsoft Surface laptop 4 13.5",15195
